emg_rms,emg_mav,emg_variance,emg_std,emg_waveform_length,emg_zero_crossing,emg_ssc,emg_kurtosis,emg_skewness,emg_peak,emg_median_freq,emg_mean_freq,emg_peak_freq,emg_total_power,emg_power_low,emg_power_mid,emg_power_high,label,class_name
57.765233859600514,18.042908716210487,1014.6539943331559,13.13870880650687,617833.8287891473,9782.885481310183,28222.445984518483,18.85880111439997,0.6199262233518781,529.7994003990798,81.9484634739627,98.88349735471692,56.17135487490284,667.1355377591666,143.16117761240986,307.4675094905364,56.06842332618143,0,Non-Fatigue
41.437904740482615,12.904870948975939,2222.5832358796547,63.14069352575882,276334.9977134671,13838.388917110726,23719.89171243506,1.6564030606440507,0.366153651647024,364.7999100728757,73.19924484111787,115.28251687988939,80.78285198471184,956.6278232932143,184.8342939319408,408.24707355827513,20.93725771435519,0,Non-Fatigue
30.926021011459262,10.630086296412422,2178.2294546339226,37.8050871659039,643696.3379655203,18705.863418815075,21126.690830459378,18.668117028228153,-0.40346857677417214,342.6782836517831,81.16043069719815,103.6483345011037,60.35043546283242,341.1144270001037,-14.156193179496867,163.48619913550257,60.25823584997809,0,Non-Fatigue
72.10305855591035,19.507250892398744,1072.8543972815282,21.143176908976464,237703.23693283054,14807.143185618737,31170.809186188104,11.444518867324694,0.11293100528510666,344.17036730069896,87.34884505817391,84.06165026767961,54.8790031229568,10.937509006239907,-24.130641870891964,172.49103837758403,-15.502950606526582,1,Fatigue
68.6567410784595,0.5823889041672459,554.545200501695,43.70250072748053,374802.95013379416,13910.355737980326,22968.25585919558,9.257627273158128,1.195676361809861,343.0311722833338,87.69578514090333,67.34553796471121,52.40309625580531,1300.9593635785657,95.65999377906684,70.5904095298437,83.703553038904,1,Fatigue
82.25644161362725,24.087435738727514,2828.557417808955,36.868040584038916,684864.3430903198,10239.885843469183,25172.483540032095,15.103932023411987,0.4408583058857504,120.00086683276277,66.28714289931476,94.89927112939016,53.16906713399295,567.1302993666241,44.499555422514256,329.3572920877196,67.8247994784193,0,Non-Fatigue
41.311283133780115,15.68535161054995,4149.7477192625975,32.95816993040423,359103.9898152481,12895.851780928986,32448.544838407273,17.85622768132837,0.544173254583298,494.4308796403535,38.75498232900041,100.88576191546441,45.94481498118869,768.8630185343729,289.43560802741916,366.0001104592788,36.76097332640502,1,Fatigue
-1.575942383155656,29.136170643670468,3146.088880100078,33.86025363096748,128671.76672420715,19757.12089799479,26912.934253340896,10.327966198566765,-0.47085502089771,327.36199316092774,50.91639196877831,78.70115356070346,73.10610866418541,446.35979499725386,-65.40482143730861,-31.384484954276843,-33.14304564838282,1,Fatigue
55.333201727910264,19.55646642715731,1637.213219438017,57.20003834555645,505011.91266666935,9735.961701875323,34807.00752748039,19.551272483880187,1.3255340699486198,354.29382564794287,46.26214979172157,81.68450683911128,62.67811030758145,-37.79348612191268,24.58762772612888,176.92341860484694,51.976117225734846,0,Non-Fatigue
45.32438032455891,14.19087729319919,1842.0656752442842,47.30367495144517,322018.2157035314,14376.48120022339,24657.804296742645,15.085017300433943,0.39624802413588806,481.77392906106184,84.18779864448057,105.06973415025011,57.40052770189295,489.5292157616665,10.186260649731437,224.99134609634143,36.12467848071596,0,Non-Fatigue
31.390988922854284,18.095035149957372,661.9285421486807,42.71896557677776,681828.0442145694,13439.332889415,26235.323703810438,17.82208890169152,-0.3275586467636138,88.02971839858202,100.9857119629629,115.16842644792274,63.297034115678194,239.73330337287356,201.44045036554695,-27.90608903336505,86.78010584454667,0,Non-Fatigue
62.595396449262815,13.842192038833876,664.742208310453,48.125990674998306,732374.4253262134,10270.77279363842,26929.301616562625,16.850400487024316,-0.576201125152221,384.31498793666356,95.54167865358176,67.24602744764107,65.67330464429824,462.4644450596095,122.47315729450418,-44.641666372303746,94.04031391596894,0,Non-Fatigue
57.13433289549528,20.787757457844222,5891.850559654815,62.4390416651886,380741.19323999394,14076.434404402129,29710.314570667713,21.121227232457336,0.3344232687714489,64.6322919030606,59.70173648169881,99.15847655956497,67.68598253727183,-376.55325784630185,114.49650059966255,-460.6298472070131,34.95027871603057,1,Fatigue
39.16527604850924,13.728014802737423,2113.2625689597926,-2.7181345405522563,347535.3388948326,19867.11235399138,22294.39172991041,12.856700625835721,1.35540888104161,464.82279633012064,67.38342379191975,112.20312557878384,59.222375705702134,938.3051103076459,259.1095466780387,420.86420246951104,98.37876275172277,0,Non-Fatigue
42.89568960091296,11.148759281843788,160.19594980693137,44.01082019623317,196343.88408943824,4824.741347338424,24883.235460293374,13.823546842315814,-0.37528547162410747,240.17114478885162,52.92656025191773,73.28188716876835,44.64641619412293,640.2114307276827,147.7419693590395,-412.9552454313971,2.466471364171138,1,Fatigue
25.08971614195639,34.09245474636299,-757.4885848555668,29.12889724701025,451991.0435238622,7959.1304456510925,21142.255539167247,12.007299126889581,1.968708079229914,433.28732974011655,60.30812053563755,98.91407887405933,58.00702690982675,899.7326794550258,77.2893626163203,628.6941709455823,59.29428501378252,0,Non-Fatigue
70.80007086062457,29.76878045744826,3621.8554867243733,52.24166634844461,406830.57059983024,12528.986129418961,26836.87852424025,7.720798859008433,-1.2830147729329267,522.0152925554612,60.085238967603225,98.47930428814419,67.88764810406128,471.7461893806671,256.7788138946755,538.5966571041988,49.905400890488465,0,Non-Fatigue
50.13282866263731,14.122876165882325,2412.467460172848,17.275022523716615,659366.7155168866,19833.58662616666,31622.162477191494,21.299472432186917,-0.8724028254662317,372.76358334036655,75.47231342747659,83.44035238362198,33.23092157534276,784.3446899422295,268.52227473408306,585.69907674742,40.83381857721689,1,Fatigue
4.0745783709606656,19.836185540255595,789.4499171054321,34.36120566014117,546166.9831572026,16731.54701473999,28100.37155741,27.558780954831903,-0.49287689855725114,531.5435181406358,110.98558844340351,85.16295815029616,48.73823976047899,1138.5177130571656,73.10287852922038,261.8845109372667,112.7941302641196,0,Non-Fatigue
30.25600492875119,17.53171133290175,3549.593036581793,33.14294267084688,778420.0000471834,22055.485662656884,25168.308673089694,18.562540319725855,-0.6381290238284812,351.78835450296344,102.34951813113318,55.25634386975644,60.04716459697688,881.4749763274841,214.11024959778098,255.37590431905562,53.61105101203477,0,Non-Fatigue
39.91833054067482,9.440727530872207,3938.019027726562,43.69953002416616,469522.9107801928,17446.26253306697,35866.97959092851,19.75933981579191,0.8546229006186896,492.02260019956464,74.95609455423494,102.21446465016288,64.35447384154187,217.8292107926708,-176.97395015955723,413.7719227042894,-11.439054709126875,1,Fatigue
