emg_rms,emg_mav,emg_variance,emg_std,emg_waveform_length,emg_zero_crossing,emg_ssc,emg_kurtosis,emg_skewness,emg_peak,emg_median_freq,emg_mean_freq,emg_peak_freq,emg_total_power,emg_power_low,emg_power_mid,emg_power_high,label,class_name
38.738848846197925,17.609591716694258,1743.8811860987971,36.779624088614696,540033.1923076923,13334.153846153848,28466.519230769227,15.038478954548527,0.3289795195683265,407.79007435580763,75.42067307692307,91.62397144646127,56.79086538461538,466.1002661552482,120.12801326423389,315.84502842238874,44.136591224192316,0,Non-Fatigue
38.738848846197925,17.105194677614755,1810.7324607731966,38.738848846197925,472952.1153846154,13795.384615384617,27227.673076923078,12.578301752528795,0.3289795195683265,328.79874648913847,69.4496707324184,91.62397144646127,57.39182692307693,466.1002661552482,120.12801326423389,322.38207441036684,23.57662008471675,0,Non-Fatigue
36.779624088614696,17.105194677614755,1810.7324607731966,36.779624088614696,540033.1923076923,13795.384615384617,27227.673076923078,15.038478954548527,0.25469130105767557,328.79874648913847,75.42067307692307,91.62397144646127,57.39182692307693,448.80212996134,84.78535187143461,315.84502842238874,48.150210418426155,0,Non-Fatigue
38.738848846197925,17.933007753928585,1743.8811860987971,36.779624088614696,472952.1153846154,13795.384615384617,28466.519230769227,12.578301752528795,0.25469130105767557,390.68992178967915,75.42067307692307,88.74526208567856,56.79086538461538,448.80212996134,84.78535187143461,315.84502842238874,23.57662008471675,1,Fatigue
38.738848846197925,17.105194677614755,1743.8811860987971,38.738848846197925,472952.1153846154,13679.673039422543,27227.673076923078,12.578301752528795,0.3289795195683265,389.3228877688409,75.42067307692307,83.36253670812087,56.79086538461538,466.1002661552482,84.78535187143461,315.84502842238874,48.150210418426155,1,Fatigue
38.738848846197925,17.933007753928585,1810.7324607731966,36.779624088614696,540033.1923076923,13334.153846153848,27227.673076923078,13.763925176073824,0.3289795195683265,328.79874648913847,69.41105769230768,91.0105419598887,56.79086538461538,466.1002661552482,84.78535187143461,322.38207441036684,48.150210418426155,0,Non-Fatigue
38.738848846197925,17.105194677614755,1810.7324607731966,36.779624088614696,472952.1153846154,13334.153846153848,28466.519230769227,15.038478954548527,0.3289795195683265,407.79007435580763,69.41105769230768,91.62397144646127,56.79086538461538,466.1002661552482,120.12801326423389,322.38207441036684,48.150210418426155,1,Fatigue
36.779624088614696,17.933007753928585,1810.7324607731966,36.779624088614696,472952.1153846154,13795.384615384617,27227.673076923078,12.578301752528795,0.25469130105767557,370.5198728219537,69.41105769230768,83.36253670812087,57.39182692307693,448.80212996134,84.78535187143461,315.84502842238874,23.57662008471675,1,Fatigue
38.738848846197925,17.933007753928585,1743.8811860987971,38.738848846197925,472952.1153846154,13334.153846153848,28466.519230769227,15.038478954548527,0.3289795195683265,328.79874648913847,69.41105769230768,83.36253670812087,57.39182692307693,448.80212996134,84.78535187143461,315.84502842238874,39.22582390365641,0,Non-Fatigue
38.738848846197925,17.105194677614755,1810.7324607731966,38.738848846197925,472952.1153846154,13795.384615384617,27227.673076923078,13.74122750850017,0.3289795195683265,407.79007435580763,75.42067307692307,91.62397144646127,57.39182692307693,466.1002661552482,84.78535187143461,315.84502842238874,23.57662008471675,0,Non-Fatigue
36.779624088614696,17.672143437190524,1743.8811860987971,38.738848846197925,540033.1923076923,13714.045621144152,27227.673076923078,15.038478954548527,0.25469130105767557,328.79874648913847,75.42067307692307,91.62397144646127,57.39182692307693,448.80212996134,120.12801326423389,315.84502842238874,48.150210418426155,0,Non-Fatigue
38.738848846197925,17.105194677614755,1743.8811860987971,38.738848846197925,540033.1923076923,13334.153846153848,27550.99270910592,15.038478954548527,0.25469130105767557,336.1747403261667,75.42067307692307,83.36253670812087,57.39182692307693,466.1002661552482,120.12801326423389,315.84502842238874,48.150210418426155,0,Non-Fatigue
38.738848846197925,17.933007753928585,1810.7324607731966,38.738848846197925,472952.1153846154,13795.384615384617,28466.519230769227,15.038478954548527,0.3289795195683265,328.79874648913847,69.41105769230768,91.62397144646127,57.39182692307693,448.80212996134,93.93173430070867,315.84502842238874,48.150210418426155,1,Fatigue
38.17298787230073,17.105194677614755,1810.7324607731966,36.779624088614696,472952.1153846154,13795.384615384617,27227.673076923078,12.578301752528795,0.3289795195683265,407.79007435580763,69.41105769230768,91.62397144646127,57.39182692307693,466.1002661552482,120.12801326423389,322.38207441036684,48.150210418426155,0,Non-Fatigue
